market_id,market_slug,market_name,question,description,category,tags,event_slug,event_title,volume,liquidity,closed,close_time,clob_token_ids,market_url,condition_id
561248,will-vivek-ramaswamy-win-the-2028-us-presidential-election,Will Vivek Ramaswamy win the 2028 US Presidential Election?,Will Vivek Ramaswamy win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,37953545.90918997,1573202.97346,False,2029-01-21T04:59:00Z,"[""48067717079255656974334181122173546721823870434119599450595298250019538972254"", ""50325246165657443726245430907883748796540778371466135108478470877169556977248""]",https://polymarket.com/market/will-vivek-ramaswamy-win-the-2028-us-presidential-election,0x64396449b471b10b006285fa49dd9a5df535694de7b4c703fdeb0d88d5c4cd33
561249,will-greg-abbott-win-the-2028-us-presidential-election,Will Greg Abbott win the 2028 US Presidential Election?,Will Greg Abbott win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,35386822.56088203,2230692.89481,False,2029-01-21T04:59:00Z,"[""58585097107933138034126275600204468509993701936571284309823871593297754181479"", ""104431860535489654020481219089291817898241901940037260095979653681449084465327""]",https://polymarket.com/market/will-greg-abbott-win-the-2028-us-presidential-election,0x01dffa7abae7e5d9b7fb44b06d537c5ac932e2ca422ab4b53366672f5e2dc7d6
561250,will-elon-musk-win-the-2028-us-presidential-election,Will Elon Musk win the 2028 US Presidential Election?,Will Elon Musk win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,27162234.57782102,1606769.70933,False,2029-01-21T04:59:00Z,"[""26641906520532802078452346454133721131611596169940893262820937050881742190686"", ""59064132013843281708610372809406242099497812053529304284160897825180883604145""]",https://polymarket.com/market/will-elon-musk-win-the-2028-us-presidential-election,0x68e3c4e0dd8f82d010060032006fd157401b0bd8e04bd2953ae293e31eb99bf6
561251,will-lebron-james-win-the-2028-us-presidential-election,Will LeBron James win the 2028 US Presidential Election?,Will LeBron James win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,54781767.87410801,2530471.11392,False,2028-11-07T00:00:00Z,"[""39223330966352513418907732239455948906399882924787587183466504819170775983376"", ""50862799703982327636174441241062907649998751737045006653560124656563256528691""]",https://polymarket.com/market/will-lebron-james-win-the-2028-us-presidential-election,0x836b850fc838195374862551a36f1c8691d96ff01e58b0a071f0fc1a0e357fb1
561252,will-dwayne-the-rock-johnson-win-the-2028-us-presidential-election,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,8415704.286510004,188660.44824,False,2029-01-21T04:59:00Z,"[""76252402837334795047528042167618984089231134882494719641438604550246396692717"", ""82779978600617806806814031291287454099780828258739355925042203335968508676880""]",https://polymarket.com/market/will-dwayne-the-rock-johnson-win-the-2028-us-presidential-election,0xe2bdf6c18c8ab5ad5d3be5f95dd749e88d1dee7ac7c4dbf5101013a5c055e3df
561253,will-tucker-carlson-win-the-2028-us-presidential-election,Will Tucker Carlson win the 2028 US Presidential Election?,Will Tucker Carlson win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,14282927.603011003,299780.46806,False,2029-01-21T04:59:00Z,"[""45015916581148592087728250896178171120552786117190685135618507471166113474733"", ""5353194854864999214467212176625447374807704051407621946584152368216621932371""]",https://polymarket.com/market/will-tucker-carlson-win-the-2028-us-presidential-election,0xd94b47bdeba16ae948bfb147bda059f3543d6fca73291644dfff5268bba7a797
561254,will-kim-kardashian-win-the-2028-us-presidential-election,Will Kim Kardashian win the 2028 US Presidential Election?,Will Kim Kardashian win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,40272995.213616006,2100429.98718,False,2029-01-21T04:59:00Z,"[""24863363384036117015867671383779186335047493791693657275104567365292353535818"", ""44632793419668141561343859504077903947361590865219599333832862239708628173864""]",https://polymarket.com/market/will-kim-kardashian-win-the-2028-us-presidential-election,0x7f695758278e6d4d9e63df862afa88d664d3402a3d26e4d32ae05121cdbddba6
561255,will-ivanka-trump-win-the-2028-us-presidential-election,Will Ivanka Trump win the 2028 US Presidential Election?,Will Ivanka Trump win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,8243158.095760999,455162.35267,False,2029-01-21T04:59:00Z,"[""40932864651005132434669457369564353816786330205469778285035893634458129671101"", ""56215025902031889702122383201324191240581604266667334383154318117703136383150""]",https://polymarket.com/market/will-ivanka-trump-win-the-2028-us-presidential-election,0xc586d15be76278848a26c761c2fcf70f8cebca71815cfab83e656ff5c6ec13a9
561256,will-zohran-mamdani-win-the-2028-us-presidential-election,Will Zohran Mamdani win the 2028 US Presidential Election?,Will Zohran Mamdani win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,22202728.618912995,1711111.82274,False,2029-01-21T04:59:00Z,"[""94621929236241392639802280031607240386237812521756048982107414565863464212526"", ""37476438367629084207797870684242875797541797912993121111059056752005821579571""]",https://polymarket.com/market/will-zohran-mamdani-win-the-2028-us-presidential-election,0xf05b4b55336a4c1c7b44c726911d2b559732cff7bad339084de86ae364dc85f6
561257,will-michelle-obama-win-the-2028-us-presidential-election,Will Michelle Obama win the 2028 US Presidential Election?,Will Michelle Obama win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,19299532.65816001,1089293.14735,False,2029-01-21T04:59:00Z,"[""88521269813605705303364598280494261510300497312149869577251450871617962933121"", ""1970496541508335019913900195809032484597886384784144327835472760880523550630""]",https://polymarket.com/market/will-michelle-obama-win-the-2028-us-presidential-election,0xbbbece074c2d4010e39e39c85ed67b1131180fcea616073c893fb6beaf51d783
561258,will-jamie-dimon-win-the-2028-us-presidential-election,Will Jamie Dimon win the 2028 US Presidential Election?,Will Jamie Dimon win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,10993246.516153004,789909.01401,False,2029-01-21T04:59:00Z,"[""23692929455124171734375794579007643086071570310019729232490607671061438183936"", ""30050897091642315762983745166096629857367320723415212749446858994810226049012""]",https://polymarket.com/market/will-jamie-dimon-win-the-2028-us-presidential-election,0xa9549c44687993a9a154347c6907092341459b927efaa3f2b49009ca2c4e40a1
561259,will-ro-khanna-win-the-2028-us-presidential-election,Will Ro Khanna win the 2028 US Presidential Election?,Will Ro Khanna win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,10911686.369092999,988308.87721,False,2029-01-21T04:59:00Z,"[""45264462342307496826883801236629887275526404999716050689931105511159370296978"", ""21034003091803474219272633665814818485285721473911024023600356649009960505229""]",https://polymarket.com/market/will-ro-khanna-win-the-2028-us-presidential-election,0xb314f5dbf75919a34d4997e8b22e6793505e3377a690eaa11a75a2547e926bee
561260,will-thomas-massie-win-the-2028-us-presidential-election,Will Thomas Massie win the 2028 US Presidential Election?,Will Thomas Massie win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,8411123.656932,330260.18019,False,2028-11-07T00:00:00Z,"[""89071282556584199015490241074221756662667488270789034763702585258138302536112"", ""18620821165547265880582330532076859546462061138941862890257010665389427790094""]",https://polymarket.com/market/will-thomas-massie-win-the-2028-us-presidential-election,0x32903694997a5c09afee30904970f9fab2a5fb4ec45f572f194341185574f1a4
561261,will-jon-ossoff-win-the-2028-us-presidential-election,Will Jon Ossoff win the 2028 US Presidential Election?,Will Jon Ossoff win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,5780336.319768999,392696.40048,False,2029-01-21T04:59:00Z,"[""110102705199530588976777616718115948005824665233400132417374621750887344831757"", ""98394838816403247684221016468696784125095120854407803889228262583112436699261""]",https://polymarket.com/market/will-jon-ossoff-win-the-2028-us-presidential-election,0x61600d487069f99e775307a0655c1a79f26e4fc6d8d1ba66790c64d78d0beba2
561262,will-james-talarico-win-the-2028-us-presidential-election,Will James Talarico win the 2028 US Presidential Election?,Will James Talarico win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,7431110.567293,671469.02131,False,2029-01-21T04:59:00Z,"[""92909595831677784305960426832337551335132297174712723670055008600724483830120"", ""26699870693127605012594021642110712356790266877635966965879322906179628109191""]",https://polymarket.com/market/will-james-talarico-win-the-2028-us-presidential-election,0x9eb7ac1524fdacb46ceb8758454f0004c7b117eae76e6295852643644bb862c1
561263,will-eric-trump-win-the-2028-us-presidential-election,Will Eric Trump win the 2028 US Presidential Election?,Will Eric Trump win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,18828189.860760998,2300329.61268,False,2029-01-21T04:59:00Z,"[""67028631656597977031363620447645908995417871899828777750494099295092202422178"", ""92435534412344629891924787958876018882926476169555134960124357040149315497159""]",https://polymarket.com/market/will-eric-trump-win-the-2028-us-presidential-election,0x2d3c4fc5cde6dfb43448402b912e41bd4453e3f030448ed026bff8f1a0bc072e
561264,will-pete-hegseth-win-the-2028-us-presidential-election,Will Pete Hegseth win the 2028 US Presidential Election?,Will Pete Hegseth win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,10340157.636485996,1345943.26617,False,2029-01-21T04:59:00Z,"[""19127703543758281171764934244436807153695715307017908811054254126168591609122"", ""55988424779505974483153818818889528404380009581145395352086864710928569072171""]",https://polymarket.com/market/will-pete-hegseth-win-the-2028-us-presidential-election,0xea649be6ea3447f3c145a173883c68a89faf4edda1f85109b76baa93b3ee7a87
561265,will-jalen-brunson-win-the-2028-us-presidential-election,Will Jalen Brunson win the 2028 US Presidential Election?,Will Jalen Brunson win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,2710577.0446740007,2166498.54737,False,2029-01-21T04:59:00Z,"[""102551965884513878228913656538331960551103243325173310298991321638711054206295"", ""25024096730843207041631203687678604497004516683590537482462688974562400646963""]",https://polymarket.com/market/will-jalen-brunson-win-the-2028-us-presidential-election,0x7d6b6b452ba0f0f401067fd690a1aecc3059362ff5a7b6401d0b975db890d3c3
561266,will-abigail-spanberger-win-the-2028-us-presidential-election,Will Abigail Spanberger win the 2028 US Presidential Election?,Will Abigail Spanberger win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,789523.372,1319637.15894,False,2029-01-21T04:59:00Z,"[""26300126250638962432368126833553865841971269530697411678483716322368818562639"", ""56204927946241537265164149462328189883020469254625443960117418316112304974602""]",https://polymarket.com/market/will-abigail-spanberger-win-the-2028-us-presidential-election,0xed333fe31d97904f8fc8752d67f6dff47087a176595f608b57a8e7bb14ef8854
561267,will-hakeem-jeffries-win-the-2028-us-presidential-election,Will Hakeem Jeffries win the 2028 US Presidential Election?,Will Hakeem Jeffries win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,270721.707,1645026.08423,False,2029-01-21T04:59:00Z,"[""27324378907862915329653747321506298712990175671811760510867365204472005456284"", ""92680287057439870681299584384986809628158268708309296202308169106990008539739""]",https://polymarket.com/market/will-hakeem-jeffries-win-the-2028-us-presidential-election,0x117a68f1c6135b13ffc450f152dd92bc5d99dcbf8f561672c8a7e115f48e5d90
561268,will-elissa-slotkin-win-the-2028-us-presidential-election,Will Elissa Slotkin win the 2028 US Presidential Election?,Will Elissa Slotkin win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,605319.522666,1816995.59873,False,2029-01-21T04:59:00Z,"[""48603794625473459817558518297806850992009615470611080215039575427157653927669"", ""52728319505612554616109154570709065358779880697251731838206843628919066236833""]",https://polymarket.com/market/will-elissa-slotkin-win-the-2028-us-presidential-election,0xe1eaf3522af050d959be13efd170e96aa974f9913312a1b71716e7a4bf8be6b7
561269,will-adam-schiff-win-the-2028-us-presidential-election,Will Adam Schiff win the 2028 US Presidential Election?,Will Adam Schiff win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,933129.297,1921511.3143,False,2029-01-21T04:59:00Z,"[""41714979268040478071540687092470339003658632436860166518888808949878005742810"", ""64861611938661374970167075583118094920857040813468137850797111348162445000117""]",https://polymarket.com/market/will-adam-schiff-win-the-2028-us-presidential-election,0x63fbf0f40d2ca6b5efa75f5f9fe3474ab7fdd5d3611499295857401cbe17a4b8
561270,will-josh-stein-win-the-2028-us-presidential-election,Will Josh Stein win the 2028 US Presidential Election?,Will Josh Stein win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,1023066.764,1994067.76008,False,2029-01-21T04:59:00Z,"[""81914651028896069221591777664987513664858213907907450367169656205040430609207"", ""65690056973061661242675346311703362078774633474188031871609738459615961194811""]",https://polymarket.com/market/will-josh-stein-win-the-2028-us-presidential-election,0xc53955c1303b0ea1d676f99c52ea3b28961fb41d4f04c8cecd0b96d79c0d3bf5
561271,will-alex-padilla-win-the-2028-us-presidential-election,Will Alex Padilla win the 2028 US Presidential Election?,Will Alex Padilla win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,835611.452,1915808.0504,False,2029-01-21T04:59:00Z,"[""111275251472058072508619811663710362197823477418115657686883100870313266336765"", ""17525279555198427422522944312175513306451262897003545478403196837987378558377""]",https://polymarket.com/market/will-alex-padilla-win-the-2028-us-presidential-election,0x12a98db4530e8a53479293dd717f589f8729a461a2196e8bcf9553c8db283812
561272,will-candace-owens-win-the-2028-us-presidential-election,Will Candace Owens win the 2028 US Presidential Election?,Will Candace Owens win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,519544.4770000001,1930419.99732,False,2029-01-21T04:59:00Z,"[""30592713517693064640872287798282181889924970160995509574203628557763502328846"", ""63747459676140983983119370335862836972776944721638042677139477092813941329379""]",https://polymarket.com/market/will-candace-owens-win-the-2028-us-presidential-election,0x76c494f8c0cd626537f81f265efbe40d4be2acd326a56342a65363200460f538
561273,will-tim-scott-win-the-2028-us-presidential-election,Will Tim Scott win the 2028 US Presidential Election?,Will Tim Scott win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,379027.880833,1896763.49881,False,2029-01-21T04:59:00Z,"[""24908228760416922213612434617001183346078469158297998009944252494961344688838"", ""11859092901364772208765529642173057538268245606218298881278208061029457183888""]",https://polymarket.com/market/will-tim-scott-win-the-2028-us-presidential-election,0xe4caa69a6fcc3ec5656a32d2e822e8cbdc6416178eaeb87e2e2006391c62e9ec
561274,will-mike-johnson-win-the-2028-us-presidential-election,Will Mike Johnson win the 2028 US Presidential Election?,Will Mike Johnson win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,363010.176,1640502.30911,False,2029-01-21T04:59:00Z,"[""12167445601241038494598627746141164571603283042691642667221433294800793091205"", ""9840968653599928014975758860003361924335058077946108821235343614820040422707""]",https://polymarket.com/market/will-mike-johnson-win-the-2028-us-presidential-election,0xa2a4f26f3c60dc5b8003b6aac4d26eeace243672996be2dc57d4539b242e5100
561275,will-doug-burgum-win-the-2028-us-presidential-election,Will Doug Burgum win the 2028 US Presidential Election?,Will Doug Burgum win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,386253.186333,1751680.95815,False,2029-01-21T04:59:00Z,"[""94314941650039047289265493612932677665453822154521043846008907983710285812703"", ""95884527968430507361099486487437375025232177441474571920519522278338971837411""]",https://polymarket.com/market/will-doug-burgum-win-the-2028-us-presidential-election,0x579ae532ca648cca42eeb004d9e9076209348ea0504b8f0403980d1208a3801b
561276,will-tom-cotton-win-the-2028-us-presidential-election,Will Tom Cotton win the 2028 US Presidential Election?,Will Tom Cotton win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,1538690.1675000002,1770752.68298,False,2029-01-21T04:59:00Z,"[""56114071801627868962796345927407759352134024540758530261292405761584104631958"", ""699760440443572634226889331587639832193469028348897842277726584908934436456""]",https://polymarket.com/market/will-tom-cotton-win-the-2028-us-presidential-election,0x75a4331e0882450f68e29c8daf376012c954b43c93af848d6ba19ffd6405bac9
561277,will-john-n-kennedy-win-the-2028-us-presidential-election,Will John N. Kennedy win the 2028 US Presidential Election?,Will John N. Kennedy win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,374917.070666,1907406.90022,False,2029-01-21T04:59:00Z,"[""61376537780820968688230468137773433996457038190018192165125329985229525512432"", ""114175369505129800799572542329404562938075095795159790523829595510726319985568""]",https://polymarket.com/market/will-john-n-kennedy-win-the-2028-us-presidential-election,0x472463b541ca2cd7296af4bc6113952db01fce277045207eb23c680a53ed288d
561278,will-rick-scott-win-the-2028-us-presidential-election,Will Rick Scott win the 2028 US Presidential Election?,Will Rick Scott win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,490070.36399999994,1894169.53603,False,2029-01-21T04:59:00Z,"[""87585684272089146836087133268410753291623456331972637059302024009373916951268"", ""66458687815541994518651074424584986682918925123399399704368725020566855056846""]",https://polymarket.com/market/will-rick-scott-win-the-2028-us-presidential-election,0xd996abbb54da264eb10af7b8ccc128124baf969f753f68687e4240d7bbe95c6a
561279,will-person-ad-win-the-2028-us-presidential-election,Will Mark Kelly win the 2028 US Presidential Election?,Will Mark Kelly win the 2028 US Presidential Election?,"The 2028 US Presidential Election is scheduled to take place on November 7, 2028.

This market will resolve to the person who wins the 2028 US Presidential Election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2029) this market will resolve based on who is inaugurated.",,,presidential-election-winner-2028,Presidential Election Winner 2028,721800.6292529998,248947.7979,False,2029-01-21T04:59:00Z,"[""82484367794922542194748130898709267498229902036004201791332178634402889282171"", ""89821015669503537422389095428651648457077040845329428560948484811370716592120""]",https://polymarket.com/market/will-person-ad-win-the-2028-us-presidential-election,0xea83bc4082ce1443330407c42792b9c58a2f7467cd845aeec5dd3885c7b40671
